id,brand,name,year,price,Город,"Объем двигателя, л",Кузов,Пробег,Коробка передач,Цвет,Привод,Есть доставка
1091058,Chevrolet,Damas,2020,8094,Джизак,,минивэн,30.0,механика,белый,задний привод,Да
1142658,Chevrolet,"Cobalt,",2019,10000,Бухара,1.5 (бензин),седан,33000.0,автомат,белый,передний привод,
1020349,ВАЗ (Lada),Kalina,2009,3373,Карши,1.4 (бензин),универсал,218000.0,механика,золотистый,передний привод,
1064812,ВАЗ (Lada),2106,1976,1638,Термез,,,,механика,белый,задний привод,
899946,Chevrolet,"Spark,",2015,5781,Карши,1.3 (газ-бензин),хэтчбек,80.0,механика,белый,передний привод,
1093431,ВАЗ (Lada),2106,1978,1700,Чиназ,,,777777.0,механика,,задний привод,
1037117,Chevrolet,Damas,2018,8000,Ташкент,,,142000.0,механика,белый,задний привод,Да
1173692,ВАЗ (Lada),2106,1996,2800,Наманган,,седан,,механика,черный,задний привод,
543247,Chevrolet,"Nexia 2,",2014,7000,Ташкент,1.5 (бензин),седан,75000.0,механика,голубой,передний привод,
1173679,Mercedes-Benz,ML 350,1985,9000,Фергана,,,,робот,,,
1120016,Chevrolet,"Nexia 3,",2020,8414,Бухара,1.5 (бензин),седан,,механика,,передний привод,
729724,Ravon,Nexia R3,2020,7316,Бухара,1.5 (бензин),седан,,механика,синий,передний привод,
716092,Chevrolet,"Spark,",2020,6418,Бухара,1.3 (бензин),хэтчбек,,механика,белый,передний привод,
1120020,Chevrolet,Labo,2020,7631,Навои,,,,механика,,,
1014759,ВАЗ (Lada),2107,1992,2300,Куйичирчикский район,5 (газ),седан,58000.0,механика,белый,задний привод,
1173676,Daewoo,Matiz (Standart),2009,3500,Сайхунабадский район,,,208763.0,механика,,,
1173678,ВАЗ (Lada),2106,1986,2100,Джизак,1.6 (газ),седан,350000.0,механика,серый,задний привод,
1114625,ГАЗ,31029 (Волга),1993,2300,Баяутский район,,пикап,,механика,белый,,
1173532,Chevrolet,"Cobalt,",2020,10000,Джизак,1.5 (бензин),седан,100.0,механика,белый,передний привод,
1115009,Chevrolet,"Nexia 3,",2019,8200,Муборекский район,1.5 (бензин),седан,10000.0,механика,,передний привод,
1120029,Chevrolet,Damas,2020,7543,Навои,,,,механика,,,
838030,ГАЗ,3102 (Волга),2005,4200,Ташкент,2.4 (газ-бензин),седан,309600.0,механика,белый,задний привод,
1120373,Chevrolet,"Cobalt,",2020,9228,Навои,1.5 (бензин),седан,,механика,,передний привод,
1043800,Daewoo,Nexia,2007,3800,Бухара,,седан,1998.0,механика,серый,,
766058,ВАЗ (Lada),2107,2008,3000,Учкурганский район,,,77000.0,механика,белый,,
1046654,Chevrolet,"Nexia 2,",2010,5203,Янгиарыкский район,1.6 (газ-бензин),хэтчбек,158000.0,механика,мокрый асфальт,передний привод,
1164985,Chevrolet,"Nexia 2,",2011,6000,Хазараспский район,1.5 (газ-бензин),седан,113.0,механика,белый,передний привод,
1048673,Chevrolet,"Matiz,",2010,3500,Термез,0.8 (бензин),хэтчбек,470000.0,механика,белый,передний привод,
923361,Chevrolet,"Lacetti,",2018,11000,Самарканд,1.6 (газ-бензин),седан,25000.0,механика,бордовый,передний привод,
1132684,Chevrolet,"Cobalt,",2019,9600,Денау,1.5 (бензин),седан,24000.0,автомат,белый,передний привод,Да
928643,Chevrolet,"Nexia 3,",2018,8800,Бувайдинский район,1.5 (бензин),седан,,механика,белый,передний привод,
1020400,Chevrolet,Damas,2009,4500,Кызылтепинский район,,микровэн,191748.0,механика,молочный цвет,,
737910,Daewoo,Matiz (Standart),2007,2891,Ургенч,,,444000.0,механика,,,
1187910,Daewoo,Nexia,2008,5200,Шахрисабз,1.6 (газ),седан,1600.0,механика,серебристый,передний привод,
1199054,Chevrolet,"Lacetti,",2016,12000,Бухара,1.5 (бензин),седан,900.0,механика,мокрый асфальт,передний привод,Да
1199060,Chevrolet,"Cobalt,",2013,7500,Коканд,1.5 (бензин),седан,101000.0,механика,белый,передний привод,
1198498,Chevrolet,Damas,2016,6800,Ташкент,,универсал,117000.0,механика,,,
1142646,Chevrolet,"Nexia 2,",2014,6000,Чирчик,1.5 (бензин),седан,142000.0,механика,молочный цвет,передний привод,Да
1142648,Chevrolet,"Lacetti,",2020,15000,Бухара,1.6 (бензин),седан,,автомат,коричневый,передний привод,
1142641,Chevrolet,"Cobalt,",2016,8200,Наманган,1.5 (газ-бензин),седан,72000.0,механика,белый,передний привод,
1091345,ВАЗ (Lada),2106,1986,2000,Ташкент,,,,механика,белый,задний привод,
1058951,Chevrolet,"Cobalt,",2013,6350,Коканд,1.5 (газ-бензин),седан,237119.0,механика,,передний привод,
1199055,Chevrolet,Damas,2012,5200,Туракурганский район,1 (газ-бензин),микровэн,442000.0,механика,белый,задний привод,
1199039,Chevrolet,"Matiz,",2010,4500,Ташкент,0.8 (газ-бензин),хэтчбек,360000.0,механика,молочный цвет,передний привод,
1164983,ВАЗ (Lada),2107,2008,3500,Самарканд,,,28000.0,механика,белый,задний привод,
1134043,Chevrolet,"Epica,",2011,8000,Кувинский район,2 (газ-бензин),седан,180000.0,механика,черный,передний привод,
1199048,Chevrolet,"Cobalt,",2014,8000,Ташкент,1.5 (бензин),седан,,механика,,передний привод,
1199050,Chevrolet,"Matiz,",2009,3600,Наманган,0.8 (газ-бензин),хэтчбек,118800.0,механика,серебристый,передний привод,
1142647,Chevrolet,Labo,2013,8800,Самарканд,,фургон,300.0,механика,белый,задний привод,
881236,Chevrolet,"Matiz Best,",2010,4336,Ургенч,1 (бензин),хэтчбек,97000.0,механика,белый,передний привод,
1142652,Chevrolet,"Nexia 3,",2020,8800,Бухара,1.5 (бензин),седан,,механика,белый,передний привод,
667577,Chevrolet,"Lacetti,",2012,9200,Ташкент,1.8 (бензин),седан,43800.0,механика,голубой,передний привод,
1113325,Chevrolet,"Tracker,",2019,18400,Ташкент,1.8 (бензин),кроссовер,5000.0,автомат,мокрый асфальт,,
492509,ВАЗ (Lada),Самара 2 (седан 2115),2009,4800,Ташкент,1.6 (газ-бензин),седан,300000.0,механика,серый,передний привод,
1123970,Daewoo,Nexia,2006,4529,Гурленский район,,седан,218000.0,механика,серебристый,передний привод,
1027663,Daewoo,Lacetti,2004,13500,Ташкент,1.8 (бензин),седан,741.0,автомат,серебристый,передний привод,
1134042,Chevrolet,"Lacetti,",2013,8900,Гулистан,1.8 (газ-бензин),седан,130000.0,механика,белый,передний привод,
1087758,Chevrolet,Damas,2019,8200,Самарканд,1 (бензин),минивэн,1483.0,механика,белый,задний привод,
1165012,Chevrolet,"Nexia 2,",2016,6600,Наманган,1.5 (бензин),седан,32000.0,механика,белый,передний привод,
1048444,Chevrolet,"Spark,",2019,7800,Термез,1.25 (бензин),хэтчбек,15000.0,механика,белый,передний привод,
1020099,Chevrolet,"Lacetti,",2013,11000,Ташкент,1.6 (бензин),седан,75000.0,автомат,белый,передний привод,
1213829,ГАЗ,24 (Волга),1978,1800,Аккурганский район,9.9 (газ),седан,77777.0,механика,,,
1213836,Chevrolet,"Spark,",2014,4000,Наманган,1.3 (газ-бензин),хэтчбек,,механика,,полный привод,
748121,Daewoo,Nexia,2006,3854,Кунградский район,1.5 (газ-бензин),седан,700000.0,механика,серый,передний привод,
1154486,Foton,View,2008,3000,Ташкент,,,,механика,белый,,
899178,Daewoo,Nexia,2005,4200,Джизак,,седан,489755.0,механика,белый,передний привод,
1046591,Daewoo,Tico,1997,1927,Амударьинский район,,седан,273785.0,механика,зеленый,передний привод,
1011757,ВАЗ (Lada),2106,1994,2698,Денау,1.6 (газ),седан,274000.0,механика,белый,полный привод,
1007193,ВАЗ (Lada),Kalina,2007,3800,Самарканд,1.6 (газ-бензин),хэтчбек,60.0,механика,серый,передний привод,
1059795,Chevrolet,"Nexia 3,",2019,8400,Бухара,1.5 (бензин),седан,17000.0,механика,черный,передний привод,
1092065,ВАЗ (Lada),Самара (хэтчбек 2109),1995,2300,Самарканд,,седан,,механика,мокрый асфальт,передний привод,
1090427,Chevrolet,Damas,2020,8190,Бухара,1 (бензин),микровэн,20.0,механика,белый,задний привод,
939570,Daewoo,Tico,1998,2500,Самарканд,,седан,777777.0,механика,вишня,передний привод,
1213816,Chevrolet,"Cobalt,",2013,6500,Янгиюль,1.5 (газ-бензин),седан,350000.0,механика,,передний привод,
1213831,ИЖ,2125 Комби,1991,800,Джизак,,внедорожник,56267.0,механика,молочный цвет,задний привод,Да
1213827,Chevrolet,"Spark,",2017,6700,Самарканд,1.5 (бензин),хэтчбек,28000.0,механика,белый,передний привод,
1213820,Chevrolet,"Cobalt,",2013,7500,Ташкент,1.5 (бензин),седан,90000.0,механика,белый,передний привод,
899330,Toyota,Opa,1984,3000,Пастдаргомский район,,универсал,37000.0,механика,белый,полный привод,
1142644,Chevrolet,"Lacetti,",2020,12000,Бухара,1.8 (бензин),седан,,механика,белый,передний привод,
1142638,Chevrolet,Damas,2018,8300,Алмалык,0.8 (газ-бензин),,47000.0,механика,белый,задний привод,Да
1142643,Chevrolet,"Lacetti,",2008,6000,Кошкупырский район,1.6 (газ-бензин),седан,239000.0,автомат,бронза,передний привод,
1165011,Daewoo,Matiz Best,2008,3083,Янгиюль,,седан,266000.0,механика,серый,передний привод,
1154504,ВАЗ (Lada),2106,1996,1734,Джизак,,,,механика,молочный цвет,,
1213818,Chevrolet,"Spark,",2015,5600,Ташкент,1 (бензин),хэтчбек,94000.0,автомат,зеленый,передний привод,
1213822,Kia,Carnival,2006,13000,Кошкупырский район,1.6 (газ),седан,,автомат,серый,передний привод,
979558,Daewoo,Matiz Best,2009,3469,Нукус,8 (газ-бензин),,133000.0,механика,белый,передний привод,
1164544,Daewoo,Nexia,1998,4800,Самарканд,1.5 (газ-бензин),седан,2.0,механика,мокрый асфальт,передний привод,Да
918886,Chevrolet,"Epica,",2011,9000,Ташкент,2 (бензин),седан,110000.0,автомат,черный,передний привод,
1083309,Nissan,Sunny,2012,13000,Ташкент,1.5 (бензин),седан,58000.0,автомат,серебристый,передний привод,
1154519,Chevrolet,"Nexia 3,",2018,7500,Шаватский район,1.5 (бензин),седан,30000.0,механика,белый,передний привод,
752962,Chevrolet,"Nexia 2,",2014,5781,Гурленский район,1.5 (бензин),седан,70000.0,механика,,передний привод,
1185704,Chevrolet,"Lacetti,",2004,5000,Ташкент,1.8 (газ-бензин),седан,251000.0,автомат,белый,передний привод,
1185703,Chevrolet,"Nexia 2,",2014,5900,Наманган,1.6 (газ-бензин),седан,213000.0,механика,молочный цвет,передний привод,
1049365,Chevrolet,"Matiz Best,",2012,4000,Учкуприкский район,4 (газ-бензин),хэтчбек,207000.0,механика,молочный цвет,передний привод,
1114224,ВАЗ (Lada),2102,1974,2500,Ташкент,1.1 (газ),универсал,9999.0,механика,белый,задний привод,Да
1213806,Daewoo,Nexia II,2009,5500,Ташкент,1.6 (газ),седан,320000.0,механика,,передний привод,
1133529,Chevrolet,"Spark,",2013,5000,Самарканд,1.5 (газ-бензин),хэтчбек,231000.0,механика,,передний привод,
1133553,Chevrolet,"Nexia 2,",2009,5500,Самарканд,1.5 (газ-бензин),седан,362000.0,механика,,передний привод,
1185694,Audi,80,1993,2700,Ташкент,1.8 (газ-бензин),седан,,механика,вишня,передний привод,Да
1154133,ВАЗ (Lada),2106,1988,2409,Хивинский район,1.5 (газ),седан,,механика,белый,,
1123990,Opel,Ascona,1985,2200,Джизак,1.6 (газ-бензин),седан,,механика,серый,передний привод,
1173665,ВАЗ (Lada),2101,1977,1300,Ташкент,7.7 (бензин),седан,73000.0,механика,,,
1173658,Daewoo,Tico,1998,2500,Андижан,,,370.0,механика,белый,,
925022,Daewoo,Nexia,1997,3854,Денау,1.5 (газ-бензин),седан,330000.0,механика,белый,передний привод,
1173649,Chevrolet,Damas,2019,7800,Алмалык,,микровэн,47000.0,механика,белый,задний привод,Да
1173656,Москвич,412,1990,1445,Самарканд,,,,механика,,,
1120124,Mercedes-Benz,A 210,1996,7500,Ташкент,2.9 (газ),седан,357200.0,автомат,серебристый,задний привод,
921065,Chevrolet,"Lacetti,",2018,11000,Ташкент,1.5 (бензин),седан,19800.0,механика,черный,передний привод,
1194349,ВАЗ (Lada),2107,1985,1734,Бухара,1.25 (бензин),седан,,механика,,,
1164362,Chevrolet,"Lacetti,",2018,12000,Гиждуванский район,1.8 (газ-бензин),седан,26000.0,механика,,передний привод,
1079518,Chevrolet,Damas,2018,7100,Ташкент,,хэтчбек,19000.0,механика,молочный цвет,задний привод,
1134274,Chevrolet,"Cobalt,",2018,9000,Джизак,1 (бензин),седан,80000.0,механика,белый,полный привод,
1175154,Chevrolet,"Captiva,",2012,13000,Джизак,2.4 (бензин),кроссовер,200000.0,механика,,полный привод,
1175782,Chevrolet,"Cobalt,",2018,9000,Джизак,1.5 (газ-бензин),седан,80000.0,механика,белый,передний привод,
874576,Chevrolet,"Nexia 2,",2015,5950,Асакинский район,1.6 (газ),седан,121000.0,механика,белый,передний привод,
1152531,ВАЗ (Lada),2101,1973,1500,Ташкент,,,,механика,,,
1154500,Chevrolet,Damas,2007,4500,Ташкент,,микровэн,,механика,белый,,
1154139,ВАЗ (Lada),2101,1980,1000,Янгиарыкский район,1.6 (газ-бензин),седан,,механика,,,
776330,Chevrolet,"Lacetti,",2011,7700,Ташкент,1.8 (газ-бензин),седан,129000.0,автомат,белый,передний привод,
846864,Mercedes-Benz,C 180,1998,9000,Ташкент,1.8 (бензин),седан,210000.0,механика,бордовый,задний привод,
1083354,Москвич,21412,1982,1500,Бухара,,седан,777000.0,механика,оранжевый,,Да
1020742,Chevrolet,"Matiz,",2011,4000,Ташкент,0.8 (бензин),хэтчбек,280000.0,механика,белый,передний привод,
1153943,Chevrolet,"Spark,",2012,4818,Навои,1.8 (газ),хэтчбек,130000.0,механика,белый,передний привод,Да
1161127,Chevrolet,"Nexia 2,",2009,5300,Навои,1.6 (бензин),седан,380000.0,механика,жёлтый,передний привод,Да
974228,Chevrolet,"Tracker,",2019,20500,Иштыханский район,1.8 (бензин),хэтчбек,20000.0,автомат,черный,передний привод,
1132680,Chevrolet,"Lacetti,",2009,5000,Ташкент,1.8 (газ-бензин),седан,500000.0,механика,белый,передний привод,
970793,ВАЗ (Lada),2107,1989,3100,Ташкент,1.5 (газ-бензин),седан,2000.0,механика,красный,задний привод,
1132679,Chevrolet,"Matiz,",2015,4200,Ташкент,0.8 (бензин),хэтчбек,150000.0,механика,белый,передний привод,
1132669,Chevrolet,"Captiva,",2010,12000,Фергана,3.2 (газ-бензин),кроссовер,,автомат,молочный цвет,полный привод,
1173654,Hyundai,Azera,2012,24500,Ташкент,3 (бензин),седан,158000.0,автомат,белый,,
1173644,Opel,Omega,1986,2100,Зааминский район,2 (газ),седан,,механика,золотистый,задний привод,
1142633,Chevrolet,"Nexia 2,",2009,5500,Наманган,1.6 (бензин),седан,167000.0,механика,черный,передний привод,
1160408,ВАЗ (Lada),2106,1981,1590,Фергана,0.11 (бензин),хэтчбек,14889.0,механика,зеленый,задний привод,
1199035,Chevrolet,"Nexia 2,",2010,6000,Бостанлыкский район,1.6 (газ-бензин),хэтчбек,220000.0,механика,серебристый,передний привод,
1199017,Chevrolet,"Lacetti,",2012,6300,Шахриханский район,1.8 (бензин),седан,289000.0,механика,молочный цвет,передний привод,
1073578,ВАЗ (Lada),2101,1981,2024,Бухара,1.6 (газ-бензин),седан,2000.0,механика,белый,задний привод,
1153936,Great Wall,Hover H3,2005,10000,Канимехский район,2.4 (газ-бензин),внедорожник,230000.0,механика,черный,полный привод,
1080591,Daewoo,Nexia,2006,4200,Бухара,,,190000.0,механика,,,
1101414,Honda,Accord,1986,2400,Ташкент,2 (бензин),седан,209000.0,механика,серебристый,передний привод,
1079861,Daewoo,Nexia,2014,5100,Янгиюльский район,1.5 (газ-бензин),,214000.0,механика,белый,,
1213780,Chevrolet,"Cobalt,",2013,9800,Ташкент,1.5 (бензин),седан,147400.0,автомат,,передний привод,
1080961,Daewoo,Nexia,1999,4143,Камашинский район,,,,механика,белый,,
858572,ВАЗ (Lada),2106,1981,1927,Шурчинский район,3 (газ-бензин),седан,72680.0,механика,белый,задний привод,
275405,Chevrolet,Nexia 3,2018,9000,Ташкент,,седан,17000.0,автомат,,,
1016773,Chevrolet,Damas,2010,7000,Камашинский район,,,59000.0,механика,молочный цвет,,
763891,Chevrolet,"Nexia 3,",2018,9000,Ташкент,1.5 (бензин),седан,,механика,белый,передний привод,
1213793,Daewoo,Nexia II,2013,5500,Чиназ,,седан,377.0,механика,серебристый,передний привод,
1213803,Chevrolet,"Spark,",2018,7200,Ташкент,1.3 (бензин),хэтчбек,92000.0,механика,белый,передний привод,
1213804,Chevrolet,"Nexia 2,",2010,4800,Алмалык,1.5 (газ-бензин),седан,290000.0,механика,черный,передний привод,
1213801,Chevrolet,"Nexia 3,",2018,9500,Чирчик,1.5 (бензин),седан,,автомат,,передний привод,
1213795,Chevrolet,"Nexia 3,",2017,7800,Ташкент,1.5 (бензин),седан,53000.0,механика,белый,передний привод,
1166762,Chevrolet,Damas,2020,7900,Самарканд,8 (бензин),минивэн,13.0,механика,белый,задний привод,
596048,Chevrolet,"Malibu,",2019,33000,Карши,2.5 (бензин),седан,10.0,автомат,белый,передний привод,
1025669,Chevrolet,"Malibu,",2015,16000,Самарканд,2.4 (газ-бензин),седан,3200.0,механика,белый,передний привод,
1079666,Lincoln,Town Car,2003,10000,Наманган,,лимузин,,автомат,белый,,Да
1173623,Daewoo,Nexia,2007,5000,Джизак,1.6 (газ-бензин),универсал,167000.0,механика,серебристый,передний привод,
1198984,Москвич,412,1987,964,Касанский район,,,,механика,,,
1123987,Daewoo,Tico,1996,1301,Карши,,,,механика,синий,передний привод,
1152524,Chevrolet,"Nexia 2,",2010,5200,Наманган,1.6 (бензин),седан,240000.0,механика,белый,передний привод,
1200324,Chevrolet,"Spark,",2013,4900,Самарканд,1 (газ-бензин),хэтчбек,220000.0,механика,черный,передний привод,
1213790,Daewoo,Damas,1997,3000,Кумкурганский район,,,999999.0,механика,белый,,
1213787,ВАЗ (Lada),2107,1990,2500,Янгиарыкский район,3 (газ-бензин),седан,500000.0,механика,красный,задний привод,
1199012,Daewoo,Damas,1998,3000,Учкуприкский район,1.3 (газ-бензин),седан,100000.0,механика,,,
1199013,Chevrolet,"Matiz,",2010,3100,Бухара,0.8 (газ-бензин),хэтчбек,170000.0,механика,,передний привод,
1199008,Chevrolet,Damas,2019,8400,Самарканд,,микровэн,11000.0,механика,молочный цвет,,
1153852,ВАЗ (Lada),Самара (хэтчбек 2109),1992,1800,Самарканд,,,92382.0,механика,,,
973175,Chevrolet,"Nexia 3,",2018,8000,Ташкент,1.5 (бензин),седан,9700.0,механика,белый,передний привод,
1045672,Daewoo,Tico,1996,1445,Денау,4.1 (газ),седан,630593.0,механика,серый,передний привод,
1145987,Chevrolet,"Tracker,",2019,21406,Ташкент,1.8 (бензин),,,автомат,белый,,
1084623,Daewoo,Nexia,2006,5200,Ташкент,1.5 (бензин),седан,326000.0,механика,хамелеон,передний привод,
755918,Chevrolet,Nexia 2,2016,6600,Ташкент,1.5 (бензин),седан,53000.0,механика,белый,передний привод,
1101936,Chevrolet,"Nexia 2,",2013,6263,Термезский район,1.5 (газ-бензин),седан,185000.0,механика,,передний привод,
1014183,Chevrolet,"Spark,",2010,5500,Бухара,1.3 (бензин),хэтчбек,180.0,механика,,передний привод,
1213788,Chevrolet,"Nexia 2,",2009,5000,Фергана,1.6 (газ-бензин),седан,350000.0,механика,белый,передний привод,
1199000,Chevrolet,"Nexia 2,",2015,6167,Нишанский район,1.5 (газ-бензин),седан,51000.0,механика,белый,передний привод,
1199020,Chevrolet,"Tracker,",2020,20300,Самарканд,1.8 (бензин),кроссовер,150.0,автомат,белый,,
1199022,Chevrolet,"Spark,",2018,8000,Гулистан,1.5 (газ-бензин),хэтчбек,21000.0,автомат,серый,передний привод,
1198999,Chevrolet,"Nexia 2,",2009,5000,Бухара,1.6 (газ-бензин),седан,,механика,черный,передний привод,
1199014,Daewoo,Tico,1998,2409,Ташкент,0.8 (бензин),седан,460000.0,механика,серебристый,передний привод,
1199007,ВАЗ (Lada),Largus,2019,12000,Ханкинский район,,седан,52000.0,механика,зеленый,передний привод,
1159898,Москвич,412,1986,1000,Балыкчинский район,,седан,,механика,,,
1113242,Daewoo,Nexia,2014,7000,Самарканд,1.6 (газ),седан,127443.0,механика,жёлтый,передний привод,
1213752,Chevrolet,Damas,2010,5781,Кушрабатский район,2.8 (бензин),микровэн,132000.0,механика,белый,,
841975,Chevrolet,"Captiva,",2008,12000,Каттакурганский район,3.2 (газ-бензин),кроссовер,200000.0,автомат,черный,полный привод,
1213781,Mercedes-Benz,S 320,1996,5900,Навои,2.3 (газ),седан,250000.0,автомат,мокрый асфальт,задний привод,
1164378,Chevrolet,Damas,2019,8200,Ташкент,1 (газ-бензин),микровэн,18000.0,механика,белый,задний привод,
1179042,ВАЗ (Lada),Самара (хэтчбек 2108),1987,1700,Багатский район,1.3 (газ),хэтчбек,200000.0,механика,вишня,передний привод,
1153972,Chevrolet,Lacetti,2010,8350,Ташлакский район,,седан,150000.0,механика,белый,передний привод,
1154548,Chevrolet,"Spark,",2014,5600,Самарканд,1.3 (бензин),хэтчбек,15000.0,механика,белый,передний привод,
1111556,Chevrolet,"Lacetti,",2013,9800,Бухара,1.6 (газ-бензин),седан,117000.0,автомат,белый,передний привод,
1081426,Dodge,Caravan,1989,4336,Акдарьинский район,3 (газ-бензин),седан,,автомат,бордовый,передний привод,
1198938,ГАЗ,21 (Волга),1962,4900,Ташкент,2.4 (бензин),седан,,механика,сиреневый,,
1093914,Chevrolet,"Lacetti,",2010,7000,Джизак,1.8 (газ-бензин),седан,230000.0,механика,,передний привод,
777644,ВАЗ (Lada),2106,1984,1638,Пастдаргомский район,1.6 (газ-бензин),седан,120000.0,механика,белый,задний привод,
1083362,ВАЗ (Lada),2107,1983,1200,Бухара,3 (бензин),внедорожник,,механика,белый,задний привод,Да
1134810,Chevrolet,"Nexia 2,",2014,7500,Бухара,1.6 (бензин),седан,16000.0,механика,мокрый асфальт,передний привод,
1194346,Audi,100,1987,700,Ургенч,2 (бензин),седан,187000.0,механика,белый,передний привод,
887177,Chevrolet,"Nexia 2,",2014,5500,Беруни,1.6 (бензин),седан,45000.0,механика,белый,передний привод,
1027882,Chevrolet,"Matiz,",2004,2700,Самарканд,0.8 (бензин),хэтчбек,,механика,жёлтый,передний привод,
1081754,Chevrolet,"Nexia 3,",2017,7227,Элликкалинский район,1.5 (бензин),седан,71000.0,механика,мокрый асфальт,передний привод,
1114609,Chevrolet,"Spark,",2013,4900,Ташкент,1.3 (газ),хэтчбек,216000.0,механика,белый,передний привод,
1036508,Chevrolet,"Captiva,",2010,11000,Бухара,3.2 (газ-бензин),кроссовер,180000.0,автомат,белый,полный привод,
1198986,ВАЗ (Lada),2106,1985,1800,Андижан,,седан,,механика,,,
1122398,Chevrolet,"Spark,",2013,5200,Ташкент,1.3 (бензин),хэтчбек,211000.0,механика,белый,передний привод,
1081730,Chevrolet,"Lacetti,",2011,7500,Гулистан,1.8 (газ-бензин),седан,202000.0,автомат,белый,передний привод,
979049,Chevrolet,"Spark,",2017,7000,Ташкент,1.3 (бензин),хэтчбек,175140.0,механика,мокрый асфальт,передний привод,
615337,ВАЗ (Lada),Самара (хэтчбек 2109),1991,2216,Джизак,,седан,,механика,красный,передний привод,
1165042,Chevrolet,"Cobalt,",2014,7500,Жалалкудукский район,,седан,245000.0,механика,белый,,
1006418,Daewoo,Matiz (Standart),2010,3373,Карши,,,414465.0,механика,оранжевый,передний привод,
1142623,Daewoo,Nexia,2006,4700,Коканд,1.5 (газ-бензин),седан,665000.0,механика,белый,передний привод,
1122163,Hyundai,Elantra,2020,25000,Ташкент,2 (бензин),седан,20000.0,автомат,мокрый асфальт,передний привод,
1122554,Mercedes-Benz,E 200,1979,2700,Андижан,2 (дизель),седан,99999.0,механика,мокрый асфальт,задний привод,
953391,Chevrolet,"Cobalt,",2014,8000,Ташкент,1.5 (бензин),седан,85000.0,механика,белый,передний привод,
1019246,ГАЗ,24011,1987,2409,Алмалык,,седан,,механика,,,
1173648,ВАЗ (Lada),2106,1981,1000,Карши,3 (газ-бензин),,,механика,,,
1121166,ВАЗ (Lada),Самара 2 (седан 2115),2009,4500,Ташкент,1.6 (газ-бензин),седан,75000.0,механика,серебристый,передний привод,
1180261,Ravon,Matiz,2017,5300,Бухара,,,19000.0,механика,,,
1180243,Chevrolet,"Matiz,",2018,5000,Бухара,0.8 (бензин),хэтчбек,7800.0,механика,,передний привод,
1179820,Chevrolet,"Matiz,",2018,5200,Бухара,0.8 (бензин),хэтчбек,7800.0,механика,,передний привод,
1171782,Chevrolet,"Captiva,",2009,11000,Бухара,3.2 (газ-бензин),кроссовер,132000.0,автомат,молочный цвет,полный привод,
1185676,ВАЗ (Lada),2106,1981,1156,Ташкент,,,,механика,жёлтый,,
1173646,Chevrolet,"Lacetti,",2013,12000,Денау,1.8 (бензин),седан,1260.0,механика,,передний привод,
1112223,Chevrolet,"Matiz,",2007,4500,Ташкент,1 (бензин),хэтчбек,185000.0,механика,белый,передний привод,
831712,Chevrolet,"Nexia 2,",2008,5500,Самарканд,1.6 (бензин),седан,,механика,,передний привод,
1058025,Chevrolet,"Lacetti,",2012,10000,Бухара,1.8 (бензин),седан,29000.0,механика,белый,передний привод,
1165032,Daewoo,Nexia,1996,3500,Узунский район,,седан,403388.0,механика,белый,передний привод,
1153619,Daewoo,Lacetti,2009,8700,Каттакурганский район,1.6 (бензин),,,механика,,,
1120823,Chevrolet,"Nexia 2,",2014,8700,Коканд,1.6 (бензин),седан,225.0,механика,белый,передний привод,
778763,BMW,320,1992,7500,Коканд,2 (бензин),седан,331000.0,механика,серый,задний привод,
1113268,Daewoo,Nexia,1999,5000,Мингбулакский район,,,219500.0,механика,,,
1014606,Mercedes-Benz,C 200,1994,7000,Папский район,2 (бензин),седан,,механика,дельфин,задний привод,
1173634,ВАЗ (Lada),2106,1978,1445,Карши,,седан,,механика,белый,задний привод,
1213767,Chevrolet,Matiz,2012,4336,Навои,,,1800000.0,механика,жёлтый,передний привод,
1134079,ВАЗ (Lada),Нива,1985,2800,Ташкент,1.8 (бензин),внедорожник,10000.0,механика,белый,задний привод,
1153864,ВАЗ (Lada),2101,1980,1000,Самарканд,,седан,79900.0,механика,белый,задний привод,
734082,ГАЗ,32215 (ГАЗель),2009,5500,Бухара,,,,механика,,,
629488,ЗАЗ,Forza,2014,5700,Кошкупырский район,1.5 (газ-бензин),седан,133000.0,механика,белый,передний привод,
1122993,УАЗ,31512,1996,4300,Чартакский район,8 (газ-бензин),седан,583336.0,механика,зеленый,полный привод,
894570,ВАЗ (Lada),Vesta Sport,2018,13008,Ходжейлийский район,1.8 (газ-бензин),кроссовер,35000.0,механика,хамелеон,передний привод,Да
1165052,ВАЗ (Lada),2101,1975,1200,Коканд,,,,механика,,,
1112920,ВАЗ (Lada),2107,1987,2000,Ташкент,,седан,,механика,зеленый,,
831852,Daewoo,Matiz Best,2009,3800,Самарканд,,хэтчбек,180000.0,механика,,,
1113347,Chevrolet,"Lacetti,",2013,13500,Гиждуван,1.6 (бензин),седан,14000.0,автомат,белый,передний привод,Да
979309,ГАЗ,21 (Волга),1964,1800,Навои,,седан,,механика,,,
754705,ВАЗ (Lada),Нива,1983,1542,Термез,1.6 (бензин),внедорожник,25432.0,механика,красный,задний привод,
913952,ВАЗ (Lada),XRAY,2018,16000,Ташкент,1.8 (бензин),кроссовер,20000.0,автомат,,,
1036402,ВАЗ (Lada),2106,1990,2500,Алмалык,7 (бензин),,777.0,механика,бежевый,задний привод,
